,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
0,0,-0.5170627502187021,1.7395862332610126,-0.05089579284609164,-0.5171460884498399,3.556990620487919,2.260245438278653,-1.7009250606336805,4.796441599539278,0.9193729638479943,-1.2808276280185105,0.8065327280602363,-2.813561461061222,-1.192003952543851,-2.5805539079139863,-0.41992180667045886,-0.046648235082833285,-1.6312414308765832,-1.9897571903563618,0.22274585739886957,-1.0148893959551184,-0.15066315056799465,0.551298627642053,-0.1553591971305389,3.1862946205403957,-1.6513691409511093
1,1,1.5959098820423876,-0.8664742370351579,-0.37519507553535475,-0.11396105031440378,-1.057311458002309,0.025375501763550558,2.9127319495237973,-1.7073770120174903,-1.8234186135099277,1.2294967930632006,-3.0250494576469835,1.9533307140089582,1.0896237252188499,-0.5608972492112022,1.6577361163083395,-1.6539438556826602,-0.5315974998358809,1.6903996696986188,-0.04872601266179847,0.7893363804473452,-0.45364191200163684,-3.4459633681554225,3.0270896431046026,-0.16762554307606523,0.09088586547720331
2,1,0.6158043107855724,-0.5462074164090611,1.2320743424756055,0.15770341635134133,0.8157175000394453,-1.528704756481608,0.703873880331622,0.30173086745575123,-0.9427102521913144,-1.028388404933996,0.36204950647210565,0.1256359907864347,0.3299861643065361,0.452075684009931,-1.073700740049142,1.4600150955247901,0.4708097826617857,0.5696830080508877,-0.815973103827434,-0.46993581682470814,0.28200050490367456,0.9497615703573231,0.019368310435358416,0.7533701321338105,0.25054534403654893
3,0,-0.2945646814359833,5.298651346030164,-2.0364414229206123,0.2469615593992653,2.3062604082153655,2.0031130805055914,1.8846555515863317,2.706488754442937,1.545432561245067,-2.9374058415308673,-0.6360173416940291,-5.441793294985704,-4.357386518977774,0.14481414851281166,-1.52383293322224,-1.9535604669878448,-1.993401496637669,-1.0900382608708403,2.227488482601718,-2.5992571093242733,-0.5709608773947196,-3.0458908951323083,-0.6371847647446858,1.4493473927737408,-0.12446039717840472
4,1,-3.4175634618833617,-0.726210360687213,0.11130050084230349,-1.300754334346601,-1.8000380506531255,-0.48546278605944415,0.09600040070586859,-2.0510560963467106,0.569834736251035,-1.9734053081222795,-2.434329473186667,1.564150311509791,-1.0249591409320873,-0.6027416442172876,1.7106018734452717,-0.9512340180847214,-1.1206606258562701,0.5338066224580632,1.2039622276754396,-0.1803789772598061,0.36431356729087716,-1.5402084623468397,-0.2620977025102699,-0.6450681244258445,-0.6316025289151528
5,0,-1.8946018282123032,1.1597329128884255,-0.1298399550665676,2.357142659608054,3.484513105248369,-0.27475665646678793,0.07757868821561854,-0.8968710080530821,-0.9585275148314858,0.46790388343956557,0.7642545456613824,-2.1490887943352024,0.34035542591502693,-3.164432607813471,1.6833515944059916,-3.2288386790005017,-0.4872117282652997,-2.9255633952952245,2.828651421990837,0.9130046729565693,-0.4400991920299129,-4.121708449449415,1.277012908712567,4.147637216006838,-1.5380305760784263
6,0,0.4374346568759328,-0.11532039508243098,-0.8258327574850979,-0.5383515889085765,1.3328239701619735,0.06361511205146637,0.03437163810411516,-0.6225210123940943,-0.15741432417385942,0.16656046259179816,0.3327028980407529,-0.7672874748342027,-1.8728622225799099,0.757414201820356,0.1781586526766356,0.7105350604061769,0.49819057118456084,-1.5575271572913205,0.5346091327505376,0.6643220167773962,-1.4987493132567458,-1.4480805770927656,1.170667980081487,-0.5360942246071538,-1.8529587551865525
7,0,-0.47084635352022003,0.018960902385483345,1.4494799464185129,1.766572771373159,1.3455389095972716,-0.34816133013374034,2.686417316989778,0.9025642256359312,-1.2512827022149102,-1.4486150503221902,-0.33455730879674983,-2.0650111602620687,-0.04808544856706847,0.5479749895206134,1.6307989454260288,-0.19225119058259763,1.4689511814995941,-0.4058862170455028,3.3493580615450975,0.4182643277388697,0.24320069637321637,-1.407693294808959,-0.02852802535969543,0.9536837972082725,-1.0631706947452506
8,0,-3.527682880664707,1.1840453076922413,0.3620008780555415,3.155418224475553,-1.2228713967163793,0.7726579178921978,0.4132653543009695,-2.4148134521849007,1.2176905396454412,-0.39930594938161085,-0.743874036761826,-1.7822168062602004,1.9822496761347035,-3.747137845406601,0.4920330686780508,-4.367517921764228,-1.6207301962913596,-2.1767588337401707,3.3609320791634323,1.6596155088391555,-1.1794738109532528,-10.01360870214245,1.2220155863695192,2.6956791854199373,1.523161145242318
9,1,0.12808798246987307,-0.02136603977576233,-3.4564360445303755,-4.196039974491892,0.9454286843713433,-0.27211042228287763,1.0979902513026665,-2.4119429705491275,1.673086027815492,-0.18683346265003517,-1.8487743550232967,1.5661973756620227,-0.826993780002504,-3.624287374034249,-1.7808839190251518,-1.4289709057367614,-1.4537558868580096,-1.2364189124684697,-4.3087937526009386,-2.626851385178307,-1.2860211151781298,-1.0640885159167848,-1.3500277670898115,2.8233996011074924,-0.4771379284170303
